score,content,Label,text_clean,text_StopWord,text_tokens,text_steamindo
5,Saya hanya melakukan transaksi dengan Shopee.. Karena selama ini belum pernah mengecewakan saya.. Dari barang yang sesuai dengan promo atau iklannya juga dalam hal kurirnya yang saya kenal ramah ramah.. SSS... Shopee sukses selalu😊😊😊🥰,Positif,saya hanya melakukan transaksi dengan shopee karena selama ini belum pernah mengecewakan saya dari barang yang sesuai dengan promo atau iklannya juga dalam hal kurirnya yang saya kenal ramah ramah sss shopee sukses selalu,transaksi shopee mengecewakan barang sesuai promo iklannya kurirnya kenal ramah ramah sss shopee sukses,"['transaksi', 'shopee', 'mengecewakan', 'barang', 'sesuai', 'promo', 'iklannya', 'kurirnya', 'kenal', 'ramah', 'ramah', 'sss', 'shopee', 'sukses']",transaksi shopee kecewa barang sesuai promo iklan kurir kenal ramah ramah sss shopee sukses
2,"Sblm update gda kendala, sempet kasih bintang 5 malah,, tp maaf setelah update, jd banyak kendala, Saat buka live sering kluar sndiri, ga bisa tekan beberapa tombol hp, serasa pake hp ram kcil, lemot,. Tapi pake aplikasi lain lancar jaya. Mohon perbaiki kekurangan di updatetan skrg. Lebar nama atuh gaes, Hampura bintangnya di sisain 2 aja.",Negatif,sblm update gda kendala sempet kasih bintang  malah tp maaf setelah update jd banyak kendala saat buka live sering kluar sndiri ga bisa tekan beberapa tombol hp serasa pake hp ram kcil lemot tapi pake aplikasi lain lancar jaya mohon perbaiki kekurangan di updatetan skrg lebar nama atuh gaes hampura bintangnya di sisain  aja,sblm update gda kendala sempet kasih bintang tp maaf update jd kendala buka live kluar sndiri ga tekan tombol hp serasa pake hp ram kcil lemot pake aplikasi lancar jaya mohon perbaiki kekurangan updatetan skrg lebar nama atuh gaes hampura bintangnya sisain aja,"['sblm', 'update', 'gda', 'kendala', 'sempet', 'kasih', 'bintang', 'tp', 'maaf', 'update', 'jd', 'kendala', 'buka', 'live', 'kluar', 'sndiri', 'ga', 'tekan', 'tombol', 'hp', 'serasa', 'pake', 'hp', 'ram', 'kcil', 'lemot', 'pake', 'aplikasi', 'lancar', 'jaya', 'mohon', 'perbaiki', 'kekurangan', 'updatetan', 'skrg', 'lebar', 'nama', 'atuh', 'gaes', 'hampura', 'bintangnya', 'sisain', 'aja']",sblm update gda kendala sempet kasih bintang tp maaf update jd kendala buka live kluar sndiri ga tekan tombol hp serasa pake hp ram kcil lot pake aplikasi lancar jaya mohon baik kurang updatetan skrg lebar nama atuh gaes hampura bintang sisain aja
2,Super lemot.... Aplikasi nya ambisi bangt.. kebyakan fitur.. tapi servernya down terus.... Lebih cepat server lazada... Kalau shopei bnyk problemnya.. makin parah... Lain lagi live streaming penjual yg suka nongol... Ahhh ... Ini bikin tambah berat...,Negatif,super lemot aplikasi nya ambisi bangt kebyakan fitur tapi servernya down terus lebih cepat server lazada kalau shopei bnyk problemnya makin parah lain lagi live streaming penjual yg suka nongol ahhh  ini bikin tambah berat,super lemot aplikasi nya ambisi bangt kebyakan fitur servernya down cepat server lazada shopei bnyk problemnya parah live streaming penjual yg suka nongol ahhh bikin berat,"['super', 'lemot', 'aplikasi', 'nya', 'ambisi', 'bangt', 'kebyakan', 'fitur', 'servernya', 'down', 'cepat', 'server', 'lazada', 'shopei', 'bnyk', 'problemnya', 'parah', 'live', 'streaming', 'penjual', 'yg', 'suka', 'nongol', 'ahhh', 'bikin', 'berat']",super lot aplikasi nya ambisi bangt kebyakan fitur servernya down cepat server lazada shopei bnyk problem parah live streaming jual yg suka nongol ahhh bikin berat
1,"Saya rasa Expedisi SPX gak usah lagi join di Shopee, biar JNT & JNE atau yg lainnya, karena buruk sekali pelayanan dalam hal kecepatan Pengirimannya, khusus nya ke Area Kaltim tempat saya yg termasuk di tengah Kota Samarinda.. selalu kalo pake Expedisi SPX, harus memakan waktu bisa sampe 2 minggu, dengan kendala ini dan itu.. sementara kalo menggunakan Expedisi lain, gak segitunya waktu yg diperlukan, kan aneh.??",Negatif,saya rasa expedisi spx gak usah lagi join di shopee biar jnt  jne atau yg lainnya karena buruk sekali pelayanan dalam hal kecepatan pengirimannya khusus nya ke area kaltim tempat saya yg termasuk di tengah kota samarinda selalu kalo pake expedisi spx harus memakan waktu bisa sampe  minggu dengan kendala ini dan itu sementara kalo menggunakan expedisi lain gak segitunya waktu yg diperlukan kan aneh,expedisi spx gak join shopee biar jnt jne yg buruk pelayanan kecepatan pengirimannya khusus nya area kaltim yg kota samarinda kalo pake expedisi spx memakan sampe minggu kendala kalo expedisi gak segitunya yg aneh,"['expedisi', 'spx', 'gak', 'join', 'shopee', 'biar', 'jnt', 'jne', 'yg', 'buruk', 'pelayanan', 'kecepatan', 'pengirimannya', 'khusus', 'nya', 'area', 'kaltim', 'yg', 'kota', 'samarinda', 'kalo', 'pake', 'expedisi', 'spx', 'memakan', 'sampe', 'minggu', 'kendala', 'kalo', 'expedisi', 'gak', 'segitunya', 'yg', 'aneh']",expedisi spx gak join shopee biar jnt jne yg buruk layan cepat kirim khusus nya area kaltim yg kota samarinda kalo pake expedisi spx makan sampe minggu kendala kalo expedisi gak segitunya yg aneh
1,"Gausah kasih program bebas pengembalian. Kalian tau gak kami pembeli secara cod sudah berkali kali pesan barang belum di kirim sama kurir udah di kembalikan ke penjual. Ini sudah terjadi berkali kali . Saya hubungi CS katanya alasan alamat tdk sesuai /3 kali kurir telah mencoba kirim padahal tidak di kirim . Kurir jadi tidak amanah karena bebas di kembalikan tanpa ada sanksi barang banyak yang tidak sampai di pembeli. Kecewa akhir"" ini dengan shopee. Kasian juga penjualnya banyak barang tertolak",Negatif,gausah kasih program bebas pengembalian kalian tau gak kami pembeli secara cod sudah berkali kali pesan barang belum di kirim sama kurir udah di kembalikan ke penjual ini sudah terjadi berkali kali  saya hubungi cs katanya alasan alamat tdk sesuai  kali kurir telah mencoba kirim padahal tidak di kirim  kurir jadi tidak amanah karena bebas di kembalikan tanpa ada sanksi barang banyak yang tidak sampai di pembeli kecewa akhir ini dengan shopee kasian juga penjualnya banyak barang tertolak,gausah kasih program bebas pengembalian tau gak pembeli cod berkali kali pesan barang kirim kurir udah kembalikan penjual berkali kali hubungi cs alasan alamat tdk sesuai kali kurir mencoba kirim kirim kurir amanah bebas kembalikan sanksi barang pembeli kecewa shopee kasian penjualnya barang tertolak,"['gausah', 'kasih', 'program', 'bebas', 'pengembalian', 'tau', 'gak', 'pembeli', 'cod', 'berkali', 'kali', 'pesan', 'barang', 'kirim', 'kurir', 'udah', 'kembalikan', 'penjual', 'berkali', 'kali', 'hubungi', 'cs', 'alasan', 'alamat', 'tdk', 'sesuai', 'kali', 'kurir', 'mencoba', 'kirim', 'kirim', 'kurir', 'amanah', 'bebas', 'kembalikan', 'sanksi', 'barang', 'pembeli', 'kecewa', 'shopee', 'kasian', 'penjualnya', 'barang', 'tertolak']",gausah kasih program bebas kembali tau gak beli cod kali kali pesan barang kirim kurir udah kembali jual kali kali hubung cs alas alamat tdk sesuai kali kurir coba kirim kirim kurir amanah bebas kembali sanksi barang beli kecewa shopee kasi jual barang tolak
1,Sangat kecewa belanja barang trus dikembalikan kepada penjual.. bekerjasama lah dengan jasa pengiriman yg profesional !!! Jgn menyediakan jasa pengiriman yg tidak konsisten dengan alasan diluar jangkauan jasa kurir !! Seharusnya dari awal sebelum di check out diberitahukan Sangat kecewa dgn spx express sidikalang!!,Negatif,sangat kecewa belanja barang trus dikembalikan kepada penjual bekerjasama lah dengan jasa pengiriman yg profesional  jgn menyediakan jasa pengiriman yg tidak konsisten dengan alasan diluar jangkauan jasa kurir  seharusnya dari awal sebelum di check out diberitahukan sangat kecewa dgn spx express sidikalang,kecewa belanja barang trus dikembalikan penjual bekerjasama jasa pengiriman yg profesional jgn menyediakan jasa pengiriman yg konsisten alasan diluar jangkauan jasa kurir check out diberitahukan kecewa dgn spx express sidikalang,"['kecewa', 'belanja', 'barang', 'trus', 'dikembalikan', 'penjual', 'bekerjasama', 'jasa', 'pengiriman', 'yg', 'profesional', 'jgn', 'menyediakan', 'jasa', 'pengiriman', 'yg', 'konsisten', 'alasan', 'diluar', 'jangkauan', 'jasa', 'kurir', 'check', 'out', 'diberitahukan', 'kecewa', 'dgn', 'spx', 'express', 'sidikalang']",kecewa belanja barang trus kembali jual bekerjasama jasa kirim yg profesional jgn sedia jasa kirim yg konsisten alas luar jangkau jasa kurir check out diberitahukan kecewa dgn spx express sidikalang
4,"Kak kenapa beberapa hari ini shoppe saya tidak bisa untuk ligat live, kalo mau beri penalaian di shoppe nya juga gak bisa pas saya mau upload video sama poto pasti gak bisa, live nya itu kak yang menurut saya paling penting untuk segera diperbaiki, mohon di cek akun saya ya kaakkkk, nanti kalau sudah ad perbaikan bintangnya saya tambah, sebenernya udah suka banget sama shoppe gak bisa move on tapi ya ad kendala akhir"" ini jadi agak susah make shoppe nya, semangat yaaa",Positif,kak kenapa beberapa hari ini shoppe saya tidak bisa untuk ligat live kalo mau beri penalaian di shoppe nya juga gak bisa pas saya mau upload video sama poto pasti gak bisa live nya itu kak yang menurut saya paling penting untuk segera diperbaiki mohon di cek akun saya ya kaakkkk nanti kalau sudah ad perbaikan bintangnya saya tambah sebenernya udah suka banget sama shoppe gak bisa move on tapi ya ad kendala akhir ini jadi agak susah make shoppe nya semangat yaaa,kak shoppe ligat live kalo penalaian shoppe nya gak pas upload video poto gak live nya kak diperbaiki mohon cek akun ya kaakkkk ad perbaikan bintangnya sebenernya udah suka banget shoppe gak move on ya ad kendala susah make shoppe nya semangat yaaa,"['kak', 'shoppe', 'ligat', 'live', 'kalo', 'penalaian', 'shoppe', 'nya', 'gak', 'pas', 'upload', 'video', 'poto', 'gak', 'live', 'nya', 'kak', 'diperbaiki', 'mohon', 'cek', 'akun', 'ya', 'kaakkkk', 'ad', 'perbaikan', 'bintangnya', 'sebenernya', 'udah', 'suka', 'banget', 'shoppe', 'gak', 'move', 'on', 'ya', 'ad', 'kendala', 'susah', 'make', 'shoppe', 'nya', 'semangat', 'yaaa']",kak shoppe ligat live kalo penalaian shoppe nya gak pas upload video poto gak live nya kak baik mohon cek akun ya kaakkkk ad baik bintang sebenernya udah suka banget shoppe gak move on ya ad kendala susah make shoppe nya semangat yaaa
5,Ada saran dikit kenapa setiap pesan barang tulisannya barang selesai... Padahal barang blm di Terima.. Tar besoknya berubah lg tulisannya jadi merah TERIMA PESAN kadan rubah sendiri.. Apakah mungkin dari sistemnya?.. Itu aja sih sarannya,Positif,ada saran dikit kenapa setiap pesan barang tulisannya barang selesai padahal barang blm di terima tar besoknya berubah lg tulisannya jadi merah terima pesan kadan rubah sendiri apakah mungkin dari sistemnya itu aja sih sarannya,saran dikit pesan barang tulisannya barang selesai barang blm terima tar besoknya berubah lg tulisannya merah terima pesan kadan rubah sistemnya aja sih sarannya,"['saran', 'dikit', 'pesan', 'barang', 'tulisannya', 'barang', 'selesai', 'barang', 'blm', 'terima', 'tar', 'besoknya', 'berubah', 'lg', 'tulisannya', 'merah', 'terima', 'pesan', 'kadan', 'rubah', 'sistemnya', 'aja', 'sih', 'sarannya']",saran dikit pesan barang tulis barang selesai barang blm terima tar besok ubah lg tulis merah terima pesan kad rubah sistem aja sih saran
4,Aplikasi Shopee ini pilihannya banyak dan bagus bagus. Barang nya terkadang murah banget sampai semua keinginan kebeli. Yuk gais semuanya buruan download Shopee utk berbelanja lbh mudah 😎❤🥰,Positif,aplikasi shopee ini pilihannya banyak dan bagus bagus barang nya terkadang murah banget sampai semua keinginan kebeli yuk gais semuanya buruan download shopee utk berbelanja lbh mudah ,aplikasi shopee pilihannya bagus bagus barang nya terkadang murah banget kebeli yuk gais buruan download shopee utk berbelanja lbh mudah,"['aplikasi', 'shopee', 'pilihannya', 'bagus', 'bagus', 'barang', 'nya', 'terkadang', 'murah', 'banget', 'kebeli', 'yuk', 'gais', 'buruan', 'download', 'shopee', 'utk', 'berbelanja', 'lbh', 'mudah']",aplikasi shopee pilih bagus bagus barang nya terkadang murah banget kebel yuk gais buru download shopee utk belanja lbh mudah
1,"22 maret fitur pencarian tidak berfungsi , hasil pencarian selalu gagal dan coba lagi , padahal sinyal pkai data bagus ,pakai wifi juga bagus , tapi tetap gagal , ini murni bug dari shopee",Negatif, maret fitur pencarian tidak berfungsi  hasil pencarian selalu gagal dan coba lagi  padahal sinyal pkai data bagus pakai wifi juga bagus  tapi tetap gagal  ini murni bug dari shopee,maret fitur pencarian berfungsi hasil pencarian gagal coba sinyal pkai data bagus pakai wifi bagus gagal murni bug shopee,"['maret', 'fitur', 'pencarian', 'berfungsi', 'hasil', 'pencarian', 'gagal', 'coba', 'sinyal', 'pkai', 'data', 'bagus', 'pakai', 'wifi', 'bagus', 'gagal', 'murni', 'bug', 'shopee']",maret fitur cari fungsi hasil cari gagal coba sinyal pkai data bagus pakai wifi bagus gagal murni bug shopee
2,"Awal nya saya kasih bintang lima, karena emg ga ada hambatan sama sekali. Tetapi semenjak Shopee update pengiriman menjadi sangat lama, yang biasa hanya 3-4 hari menjadi hampir seminggu lebih,sedikit kecewa . Saya kurangi 3 bintang ya. Kalau semua sudah diperbaiki saya bakalan kasih bintang 5👍",Negatif,awal nya saya kasih bintang lima karena emg ga ada hambatan sama sekali tetapi semenjak shopee update pengiriman menjadi sangat lama yang biasa hanya  hari menjadi hampir seminggu lebihsedikit kecewa  saya kurangi  bintang ya kalau semua sudah diperbaiki saya bakalan kasih bintang ,nya kasih bintang emg ga hambatan semenjak shopee update pengiriman seminggu lebihsedikit kecewa kurangi bintang ya diperbaiki kasih bintang,"['nya', 'kasih', 'bintang', 'emg', 'ga', 'hambatan', 'semenjak', 'shopee', 'update', 'pengiriman', 'seminggu', 'lebihsedikit', 'kecewa', 'kurangi', 'bintang', 'ya', 'diperbaiki', 'kasih', 'bintang']",nya kasih bintang emg ga hambat semenjak shopee update kirim minggu lebihsedikit kecewa kurang bintang ya baik kasih bintang
1,"Sangat mengecewakan,pesanan sudah sampai di kota tempat /lokasi tujuan pesanan,namun jasa pengantar paket,tidak mau mengantarnya. Dan yang sangat mengecewakan,SMS/chat untuk pemberitahuan pesanan sudah ada di kantor satupun tak ada. Khusus daerah gunung Sitoli. Nias.",Negatif,sangat mengecewakanpesanan sudah sampai di kota tempat lokasi tujuan pesanannamun jasa pengantar pakettidak mau mengantarnya dan yang sangat mengecewakansmschat untuk pemberitahuan pesanan sudah ada di kantor satupun tak ada khusus daerah gunung sitoli nias,mengecewakanpesanan kota lokasi tujuan pesanannamun jasa pengantar pakettidak mengantarnya mengecewakansmschat pemberitahuan pesanan kantor satupun khusus daerah gunung sitoli nias,"['mengecewakanpesanan', 'kota', 'lokasi', 'tujuan', 'pesanannamun', 'jasa', 'pengantar', 'pakettidak', 'mengantarnya', 'mengecewakansmschat', 'pemberitahuan', 'pesanan', 'kantor', 'satupun', 'khusus', 'daerah', 'gunung', 'sitoli', 'nias']",mengecewakanpesanan kota lokasi tuju pesanannamun jasa antar pakettidak antar mengecewakansmschat pemberitahuan pesan kantor satu khusus daerah gunung sitoli nias
1,Dulu itu enak banget pakai shoppe ini tapi makin kesini kok makin mengecewakan akhir² ini saya sering belanja di shoppe tapi barang ga prnh sampai di saya tapi di laporan sudah saya terima gimana ini mksdnya tolong dong itu kurir dan pengiriman di perbaiki lagi,Negatif,dulu itu enak banget pakai shoppe ini tapi makin kesini kok makin mengecewakan akhir ini saya sering belanja di shoppe tapi barang ga prnh sampai di saya tapi di laporan sudah saya terima gimana ini mksdnya tolong dong itu kurir dan pengiriman di perbaiki lagi,enak banget pakai shoppe kesini mengecewakan belanja shoppe barang ga prnh laporan terima gimana mksdnya tolong kurir pengiriman perbaiki,"['enak', 'banget', 'pakai', 'shoppe', 'kesini', 'mengecewakan', 'belanja', 'shoppe', 'barang', 'ga', 'prnh', 'laporan', 'terima', 'gimana', 'mksdnya', 'tolong', 'kurir', 'pengiriman', 'perbaiki']",enak banget pakai shoppe kesini kecewa belanja shoppe barang ga prnh lapor terima gimana mksdnya tolong kurir kirim baik
2,"Sudah 5 bulan shopee paylater saya di bekukan. Tidak bisa di pakai.sudah lapor,sudah upgrade tapi tetap di bekukan. saya juga sudah bayar tagihan double,sampai 2 bulan sebelum jatuh tempo . Namun tetap shopeepaylater saya masih tidak bisa di gunakan...",Negatif,sudah  bulan shopee paylater saya di bekukan tidak bisa di pakaisudah laporsudah upgrade tapi tetap di bekukan saya juga sudah bayar tagihan doublesampai  bulan sebelum jatuh tempo  namun tetap shopeepaylater saya masih tidak bisa di gunakan,shopee paylater bekukan pakaisudah laporsudah upgrade bekukan bayar tagihan doublesampai jatuh tempo shopeepaylater,"['shopee', 'paylater', 'bekukan', 'pakaisudah', 'laporsudah', 'upgrade', 'bekukan', 'bayar', 'tagihan', 'doublesampai', 'jatuh', 'tempo', 'shopeepaylater']",shopee paylater beku pakaisudah laporsudah upgrade beku bayar tagih doublesampai jatuh tempo shopeepaylater
5,Aplikasi nya bagus. Dan toko nya juga bnyak yg amanah jadi gak takut klau mau pesan apa2. Cuman kendala di ongkir nya ke kaltara masak 100 ribu an kadang 130 an.jadi mau pesan agak mikir barang sama ongkir mahal ongkir nya,Positif,aplikasi nya bagus dan toko nya juga bnyak yg amanah jadi gak takut klau mau pesan apa cuman kendala di ongkir nya ke kaltara masak  ribu an kadang  anjadi mau pesan agak mikir barang sama ongkir mahal ongkir nya,aplikasi nya bagus toko nya bnyak yg amanah gak takut klau pesan cuman kendala ongkir nya kaltara masak ribu an kadang anjadi pesan mikir barang ongkir mahal ongkir nya,"['aplikasi', 'nya', 'bagus', 'toko', 'nya', 'bnyak', 'yg', 'amanah', 'gak', 'takut', 'klau', 'pesan', 'cuman', 'kendala', 'ongkir', 'nya', 'kaltara', 'masak', 'ribu', 'an', 'kadang', 'anjadi', 'pesan', 'mikir', 'barang', 'ongkir', 'mahal', 'ongkir', 'nya']",aplikasi nya bagus toko nya bnyak yg amanah gak takut klau pesan cuman kendala ongkir nya kaltara masak ribu an kadang anjadi pesan mikir barang ongkir mahal ongkir nya
2,"Kenapa ya gak bisa nonton live, buka shopeepay, transfer bahkan gak bisa chat shopee live chat tulisannya selalu sedang mendownload tapi gak selesai2 padahal kuota aman, penyimpanan juga aman ada sampe 1,5GB. Udh di hapus chace, uninstall trs install ulang ttp gak bisa heran bgt sm shopee pdhl gak pernah buat nyoba yg lain karna shopee enak dan baik dalam pengiriman dan barang tp sistemnya suka gak jelas.",Negatif,kenapa ya gak bisa nonton live buka shopeepay transfer bahkan gak bisa chat shopee live chat tulisannya selalu sedang mendownload tapi gak selesai padahal kuota aman penyimpanan juga aman ada sampe gb udh di hapus chace uninstall trs install ulang ttp gak bisa heran bgt sm shopee pdhl gak pernah buat nyoba yg lain karna shopee enak dan baik dalam pengiriman dan barang tp sistemnya suka gak jelas,ya gak nonton live buka shopeepay transfer gak chat shopee live chat tulisannya mendownload gak selesai kuota aman penyimpanan aman sampe gb udh hapus chace uninstall trs install ulang ttp gak heran bgt sm shopee pdhl gak nyoba yg karna shopee enak pengiriman barang tp sistemnya suka gak,"['ya', 'gak', 'nonton', 'live', 'buka', 'shopeepay', 'transfer', 'gak', 'chat', 'shopee', 'live', 'chat', 'tulisannya', 'mendownload', 'gak', 'selesai', 'kuota', 'aman', 'penyimpanan', 'aman', 'sampe', 'gb', 'udh', 'hapus', 'chace', 'uninstall', 'trs', 'install', 'ulang', 'ttp', 'gak', 'heran', 'bgt', 'sm', 'shopee', 'pdhl', 'gak', 'nyoba', 'yg', 'karna', 'shopee', 'enak', 'pengiriman', 'barang', 'tp', 'sistemnya', 'suka', 'gak']",ya gak nonton live buka shopeepay transfer gak chat shopee live chat tulis mendownload gak selesai kuota aman simpan aman sampe gb udh hapus chace uninstall trs install ulang ttp gak heran bgt sm shopee pdhl gak nyoba yg karna shopee enak kirim barang tp sistem suka gak
5,"Bertahun-tahun ngasih bintang 5. Sekarang ganti bintang 1. Ekspedisi ga bisa milih, paketku nyangkut kemana-mana, tidak bisa sampai. Selama belum diubah kebijakannya mending pakai marketplace lain. Setelah pesanan terakhir sampai, uninstall ajalah.",Positif,bertahuntahun ngasih bintang  sekarang ganti bintang  ekspedisi ga bisa milih paketku nyangkut kemanamana tidak bisa sampai selama belum diubah kebijakannya mending pakai marketplace lain setelah pesanan terakhir sampai uninstall ajalah,bertahuntahun ngasih bintang ganti bintang ekspedisi ga milih paketku nyangkut kemanamana diubah kebijakannya mending pakai marketplace pesanan uninstall ajalah,"['bertahuntahun', 'ngasih', 'bintang', 'ganti', 'bintang', 'ekspedisi', 'ga', 'milih', 'paketku', 'nyangkut', 'kemanamana', 'diubah', 'kebijakannya', 'mending', 'pakai', 'marketplace', 'pesanan', 'uninstall', 'ajalah']",bertahuntahun ngasih bintang ganti bintang ekspedisi ga milih paket nyangkut kemanamana ubah bijak mending pakai marketplace pesan uninstall aja
1,Aplilasi ini sekarang ga jelass kecewa dengan aplikasi ini .. 1. Tidak bisa pake shoppe spayLater Padahal saya sering belanja di aplikasi ini 2. Tidak ada gratis ongkir Ga bisa di gunakan voucher Lama kelaman saya akan beralih ke aplikasi lain.,Negatif,aplilasi ini sekarang ga jelass kecewa dengan aplikasi ini   tidak bisa pake shoppe spaylater padahal saya sering belanja di aplikasi ini  tidak ada gratis ongkir ga bisa di gunakan voucher lama kelaman saya akan beralih ke aplikasi lain,aplilasi ga jelass kecewa aplikasi pake shoppe spaylater belanja aplikasi gratis ongkir ga voucher kelaman beralih aplikasi,"['aplilasi', 'ga', 'jelass', 'kecewa', 'aplikasi', 'pake', 'shoppe', 'spaylater', 'belanja', 'aplikasi', 'gratis', 'ongkir', 'ga', 'voucher', 'kelaman', 'beralih', 'aplikasi']",aplilasi ga jelass kecewa aplikasi pake shoppe spaylater belanja aplikasi gratis ongkir ga voucher kelam alih aplikasi
5,"Aplikasi shopee paling favorit kenapa? karena dishopee banyak banget diskon gratis ongkir dan diskon vochernya, diskonnya juga 3x sehari mulai dari 10%-80% pokonya suka banget deh sm shopee jdi harga bisa lebih murah kalo lagi ada diskon, semoga makin banyak lagi ya diskonnya hihiii karena aku sering bgt belanja dishopee mulai dr kebutuhan pribadi sampai kebutuhan sehari-hari🤭🤩",Positif,aplikasi shopee paling favorit kenapa karena dishopee banyak banget diskon gratis ongkir dan diskon vochernya diskonnya juga x sehari mulai dari  pokonya suka banget deh sm shopee jdi harga bisa lebih murah kalo lagi ada diskon semoga makin banyak lagi ya diskonnya hihiii karena aku sering bgt belanja dishopee mulai dr kebutuhan pribadi sampai kebutuhan seharihari,aplikasi shopee favorit dishopee banget diskon gratis ongkir diskon vochernya diskonnya x sehari pokonya suka banget deh sm shopee jdi harga murah kalo diskon semoga ya diskonnya hihiii bgt belanja dishopee dr kebutuhan pribadi kebutuhan seharihari,"['aplikasi', 'shopee', 'favorit', 'dishopee', 'banget', 'diskon', 'gratis', 'ongkir', 'diskon', 'vochernya', 'diskonnya', 'x', 'sehari', 'pokonya', 'suka', 'banget', 'deh', 'sm', 'shopee', 'jdi', 'harga', 'murah', 'kalo', 'diskon', 'semoga', 'ya', 'diskonnya', 'hihiii', 'bgt', 'belanja', 'dishopee', 'dr', 'kebutuhan', 'pribadi', 'kebutuhan', 'seharihari']",aplikasi shopee favorit dishopee banget diskon gratis ongkir diskon vochernya diskon x hari poko suka banget deh sm shopee jdi harga murah kalo diskon moga ya diskon hihiii bgt belanja dishopee dr butuh pribadi butuh seharihari
5,"sekarang shopee makin baik segala gala nya, dari pengiriman tuh cepet banget ga sampe 2 hari, and respon CS nya juga cepet, dipertahankan kualitas baik nya, saya senang dan puas jadi pelanggan shoppe, dikembalikan lagi pembayaran nya lewat spaylater, biasanya bisa dipakai di mana aja , sekarang udah ga bisa. overall bagus. thankyou",Positif,sekarang shopee makin baik segala gala nya dari pengiriman tuh cepet banget ga sampe  hari and respon cs nya juga cepet dipertahankan kualitas baik nya saya senang dan puas jadi pelanggan shoppe dikembalikan lagi pembayaran nya lewat spaylater biasanya bisa dipakai di mana aja  sekarang udah ga bisa overall bagus thankyou,shopee gala nya pengiriman tuh cepet banget ga sampe and respon cs nya cepet dipertahankan kualitas nya senang puas pelanggan shoppe dikembalikan pembayaran nya spaylater dipakai aja udah ga overall bagus thankyou,"['shopee', 'gala', 'nya', 'pengiriman', 'tuh', 'cepet', 'banget', 'ga', 'sampe', 'and', 'respon', 'cs', 'nya', 'cepet', 'dipertahankan', 'kualitas', 'nya', 'senang', 'puas', 'pelanggan', 'shoppe', 'dikembalikan', 'pembayaran', 'nya', 'spaylater', 'dipakai', 'aja', 'udah', 'ga', 'overall', 'bagus', 'thankyou']",shopee gala nya kirim tuh cepet banget ga sampe and respon cs nya cepet tahan kualitas nya senang puas langgan shoppe kembali bayar nya spaylater pakai aja udah ga overall bagus thankyou
2,"Makin kesini makin aneh spaileter tidak bisa digunakan untuk pengambilan pulsa/tagihan PLN, sedangkan kalo ngambil barang bisa.padahal selalu tepat waktu bayar nya. Di suruh update tetap sajah begitu . Sangat mengecewakan",Negatif,makin kesini makin aneh spaileter tidak bisa digunakan untuk pengambilan pulsatagihan pln sedangkan kalo ngambil barang bisapadahal selalu tepat waktu bayar nya di suruh update tetap sajah begitu  sangat mengecewakan,kesini aneh spaileter pengambilan pulsatagihan pln kalo ngambil barang bisapadahal bayar nya suruh update sajah mengecewakan,"['kesini', 'aneh', 'spaileter', 'pengambilan', 'pulsatagihan', 'pln', 'kalo', 'ngambil', 'barang', 'bisapadahal', 'bayar', 'nya', 'suruh', 'update', 'sajah', 'mengecewakan']",kesini aneh spaileter ambil pulsatagihan pln kalo ngambil barang bisapadahal bayar nya suruh update sajah kecewa
1,Dia kalau beli barang selalu saja salah gak seperti yang di tunjikin di foto atau pun vidio abis tu karena udah makai banyak promo gak bisa beli barang barang yang aku sukai dan shopee harus bolak balik daftar dan karena masih banyak promo jadinya aku gak bisa belanja padahal ada barang yang sangat penting bagiku. Bagiku itu shopee sangat tidak ada kualitasnya sedikit pun aku sangat marah dan kesal terhadap shopee ini. Abis tu shopee selalu saja macat macat pokoknya aku sebel kali sama shopee,Negatif,dia kalau beli barang selalu saja salah gak seperti yang di tunjikin di foto atau pun vidio abis tu karena udah makai banyak promo gak bisa beli barang barang yang aku sukai dan shopee harus bolak balik daftar dan karena masih banyak promo jadinya aku gak bisa belanja padahal ada barang yang sangat penting bagiku bagiku itu shopee sangat tidak ada kualitasnya sedikit pun aku sangat marah dan kesal terhadap shopee ini abis tu shopee selalu saja macat macat pokoknya aku sebel kali sama shopee,beli barang salah gak tunjikin foto vidio abis tu udah makai promo gak beli barang barang sukai shopee bolak daftar promo gak belanja barang bagiku bagiku shopee kualitasnya marah kesal shopee abis tu shopee macat macat pokoknya sebel kali shopee,"['beli', 'barang', 'salah', 'gak', 'tunjikin', 'foto', 'vidio', 'abis', 'tu', 'udah', 'makai', 'promo', 'gak', 'beli', 'barang', 'barang', 'sukai', 'shopee', 'bolak', 'daftar', 'promo', 'gak', 'belanja', 'barang', 'bagiku', 'bagiku', 'shopee', 'kualitasnya', 'marah', 'kesal', 'shopee', 'abis', 'tu', 'shopee', 'macat', 'macat', 'pokoknya', 'sebel', 'kali', 'shopee']",beli barang salah gak tunjikin foto vidio abis tu udah maka promo gak beli barang barang suka shopee bolak daftar promo gak belanja barang bagi bagi shopee kualitas marah kesal shopee abis tu shopee macat macat pokok sebel kali shopee
